%eval_id interface             x1             y1      objective        nlcon_1 
405      interface  0.02572084499 -0.04591873197    -3089.08711  -0.9473683383 
406      interface   0.7102001937  0.02900121642   -1719.835509  -0.2892079167 
407      interface  0.02572084499  -0.9202356184   -1560.121209 -0.07940499934 
408      interface  0.02572084499 -0.008362445053   -3174.160822  -0.9729538847 
409      interface   0.7821397422 -0.008362445053   -1653.982345  -0.2178155545 
410      interface   0.3654164255 -0.008362445053   -2221.176799   -0.634487901 
411      interface   0.6480920029 -0.008362445053   -1786.873361  -0.3518540483 
412      interface  -0.9684416405 -0.02400400584    -1542.15205 -0.03126092091 
413      interface  0.02572084499    1.077285951  0.07759295752  0.07759295752 
414      interface   -1.592447476 -0.02400400584   0.5926283798   0.5926283798 
415      interface  0.02572084499    1.487474749   0.4876971099   0.4876971099 
416      interface -0.06058823972    0.364821789   -2211.502241  -0.6301812978 
417      interface -0.04924728444   -1.003700861  0.00490831094  0.00490831094 
418      interface  -0.1802431541 -0.04591873197   -2667.725014  -0.8139996652 
419      interface -0.04924728444   0.3569765307   -2230.850028  -0.6396424852 
420      interface   -1.399310369  0.02900121642   0.3996108671   0.3996108671 
421      interface  0.01082285401 -0.02400400584   -3175.709824  -0.9736689069 
422      interface  0.02572084499   0.1061741421   -2895.525159  -0.8907548156 
423      interface  -0.2764046557 -0.04591873197    -2415.41933  -0.7198070957 
424      interface -0.06058823972   -1.590172365   0.5913262033   0.5913262033 
425      interface -0.03332004232 -0.04591873197   -3075.379357  -0.9432659259 
426      interface  0.01082285401 -0.04591873197   -3107.684822  -0.9528230553 
427      interface  0.02572084499   0.9731075666   -1544.303543 -0.02655257048 
428      interface -0.03941023258    1.152462465    0.153136115    0.153136115 
429      interface  0.01082285401  0.02900121642   -3162.441835  -0.9690451179 
430      interface     1.23955908 -0.008362445053   0.2395872875   0.2395872875 
431      interface  -0.9306059121  0.02900121642              0 -0.06894230351 
432      interface -0.03332004232 -0.02400400584   -3129.215334  -0.9589339859 
433      interface  0.02572084499   -1.897518773   0.8976930879   0.8976930879 
434      interface -0.03332004232  0.02900121642   -3117.788776  -0.9558265264 
435      interface  0.01082285401    1.345477445   0.3455209731   0.3455209731 
436      interface  0.02572084499  -0.2331883284    -2523.23279  -0.7653974459 
437      interface -0.04924728444   -0.542905058   -1912.700664  -0.4548658908 
438      interface -0.03332004232 -0.03489301821   -3104.737709  -0.9517532598 
439      interface      1.1493397 -0.03489301821   0.1498692398   0.1498692398 
440      interface  -0.8148292335 -0.04591873197   -1627.575299  -0.1838779444 
441      interface     1.26404825 -0.02400400584   0.2642761449   0.2642761449 
442      interface -0.04924728444   -0.235117714   -2511.833598   -0.759780029 
443      interface  0.01082285401 -0.03489301821   -3143.463166  -0.9634670438 
444      interface    1.348788535 -0.008362445053   0.3488144582   0.3488144582 
445      interface  -0.9396552997  0.02900121642   -1555.013916 -0.05989726476 
446      interface  -0.2326900727 -0.008362445053   -2535.622338  -0.7671597105 
447      interface -0.04924728444    1.380009776   0.3808882203   0.3808882203 
448      interface   0.4605336741  0.02900121642   -2045.818398  -0.5385540817 
449      interface   -1.057689491 -0.008362445053  0.05772254862  0.05772254862 
450      interface  -0.1349054566 -0.03489301821    -2805.33194  -0.8606550864 
451      interface -0.03332004232 -0.008362445053   -3151.319249  -0.9656466056 
452      interface  -0.1933551553 -0.008362445053    -2643.56614  -0.8064640949 
453      interface -0.04924728444    1.718179345   0.7188849748   0.7188849748 
454      interface  -0.8873985144  0.02900121642   -1580.156843  -0.1121277153 
455      interface    1.325920596  0.02900121642   0.3262377228   0.3262377228 
456      interface  -0.2611850976 -0.008362445053    -2462.35671  -0.7386810652 
457      interface -0.04924728444   -1.388696477   0.3895694298   0.3895694298 
458      interface  -0.9834424979 -0.04591873197    -1545.28855 -0.01548607088 
459      interface -0.03332004232    0.544284574   -1914.892354  -0.4546964857 
460      interface  0.01082285401   0.5427530252              0  -0.4571390781 
461      interface  0.02572084499   -1.577118104   0.5773278276   0.5773278276 
462      interface  -0.6953650986 -0.03489301821   -1732.902252  -0.3037599961 
463      interface     1.71847057 -0.02400400584   0.7186382087   0.7186382087 
464      interface -0.09308896498  0.02900121642   -2937.409619   -0.902498072 
465      interface -0.04924728444    1.005864683 0.007069538578 0.007069538578 
466      interface -0.03941023258  -0.3906725954              0  -0.6073446254 
467      interface    1.122890237 -0.02400400584   0.1231467743   0.1231467743 
468      interface  0.01082285401   -1.749128215   0.7491616983   0.7491616983 
469      interface  0.01082285401   0.2233961924    -2551.67771  -0.7763417944 
470      interface -0.04924728444   -1.994280718   0.9948886879   0.9948886879 
471      interface -0.03941023258    1.573373616    0.573867117    0.573867117 
472      interface -0.03332004232   -1.607770318   0.6081155495   0.6081155495 
473      interface   0.7476492649 -0.008362445053   -1683.869172  -0.2523039697 
474      interface   -1.729709374 -0.02400400584   0.7298759235   0.7298759235 
475      interface  0.01082285401    1.030185416  0.03024226544  0.03024226544 
476      interface   -1.567521281 -0.02400400584   0.5677050611   0.5677050611 
477      interface -0.03941023258   0.1263484741   -2827.620966  -0.8676478057 
478      interface -0.03941023258   0.2121524672   -2573.050338  -0.7842180828 
479      interface    1.657457612  0.02900121642   0.6577113157   0.6577113157 
